매입사,고객ID,카드유형,거래일,거래시간,승인금액,할부,인원
삼성카드,C-33055,일반,2013-05-31,12:45:59,"23,800",0,2
비씨카드,C-29603,체크,2013-05-31,12:48:29,"35,700",0,3
비씨카드,C-21866,일반,2013-05-31,12:59:10,"47,600",0,4
신한카드,C-09575,일반,2013-05-31,13:00:49,"23,800",0,2
롯데카드,C-18841,일반,2013-05-31,13:20:30,"23,800",0,2
비씨카드,C-10192,일반,2013-05-31,13:22:32,"23,800",0,2
신한카드,C-18020,체크,2013-05-31,13:28:59,"11,900",0,1
국민카드,C-42112,일반,2013-05-31,13:33:37,"23,800",0,2
비씨카드,C-31247,일반,2013-05-31,13:41:51,"23,800",0,2
비씨카드,C-30169,체크,2013-05-31,13:42:56,"47,600",0,4
외환카드,C-19804,일반,2013-05-31,13:43:10,"11,900",0,1
국민카드,C-16094,체크,2013-05-31,13:45:53,"23,800",0,2
국민카드,C-11409,일반,2013-05-31,13:47:50,"35,700",0,3
비씨카드,C-21854,일반,2013-05-31,13:54:37,"23,800",0,2
비씨카드,C-31050,일반,2013-05-31,13:58:11,"35,700",0,3
신한카드,C-33570,일반,2013-05-31,14:11:58,"23,800",0,2
국민카드,C-15827,체크,2013-05-31,14:12:31,"23,800",0,2
국민카드,C-41106,일반,2013-05-31,14:14:44,"35,700",0,3
신한카드,C-26508,체크,2013-05-31,14:17:56,"23,800",0,2
비씨카드,C-21204,일반,2013-05-31,14:21:23,"23,800",0,2
농협카드,C-33987,일반,2013-05-31,14:47:51,"11,900",0,1
롯데카드,C-13131,일반,2013-05-31,14:48:56,"23,800",0,2
비씨카드,C-30828,체크,2013-05-31,14:50:56,"35,700",0,3
신한카드,C-33496,일반,2013-05-31,14:55:23,"35,700",0,3
농협카드,C-33990,일반,2013-05-31,15:00:52,"23,800",0,2
비씨카드,C-21773,일반,2013-05-31,15:03:34,"35,700",0,3
삼성카드,C-02704,일반,2013-05-31,15:07:27,"23,800",0,2
비씨카드,C-35870,일반,2013-05-31,15:08:42,"23,800",0,2
국민카드,C-22498,일반,2013-05-31,15:10:58,"35,700",0,3
농협카드,C-27229,체크,2013-05-31,15:18:44,"23,800",0,2
비씨카드,C-30608,일반,2013-05-31,15:26:21,"23,800",0,2
농협카드,C-40488,체크,2013-05-31,15:28:20,"23,800",0,2
삼성카드,C-32880,일반,2013-05-31,15:34:10,"23,800",0,2
신한카드,C-27080,체크,2013-05-31,15:38:30,"23,800",0,2
국민카드,C-15873,체크,2013-05-31,15:39:41,"35,700",0,3
삼성카드,C-32198,일반,2013-05-31,16:00:27,"47,600",0,4
삼성카드,C-11956,일반,2013-05-31,16:20:40,"14,900",0,2
국민카드,C-41927,일반,2013-05-31,16:31:06,"23,800",0,2
비씨카드,C-36923,체크,2013-05-31,16:32:23,"23,800",0,2
신한카드,C-12113,일반,2013-05-31,16:33:10,"23,800",0,2
농협카드,C-14031,체크,2013-05-31,16:51:26,"14,900",0,2
농협카드,C-23990,체크,2013-05-31,16:51:41,"14,900",0,2
현대카드,C-06725,일반,2013-05-31,17:35:25,"29,800",0,3
롯데카드,C-13168,일반,2013-05-31,17:36:25,"44,700",0,4
국민카드,C-15962,체크,2013-05-31,18:17:10,"29,800",0,3
신한카드,C-33163,체크,2013-05-31,18:22:51,"44,700",0,4
국민카드,C-11202,일반,2013-05-31,18:39:15,"56,700",0,5
신한카드,C-17783,체크,2013-05-31,18:41:25,"59,600",0,6
현대카드,C-06725,일반,2013-05-31,18:42:17,"44,700",0,4
농협카드,C-36247,일반,2013-05-31,18:46:23,"29,800",0,3
국민카드,C-16093,체크,2013-05-31,18:53:09,"29,800",0,3
롯데카드,C-01541,일반,2013-05-31,19:11:00,"29,800",0,3
국민카드,C-16098,체크,2013-05-31,19:11:18,"29,800",0,3
국민카드,C-16199,체크,2013-05-31,19:15:28,"29,800",0,3
국민카드,C-42395,일반,2013-05-31,19:17:13,"29,800",0,3
비씨카드,C-29325,체크,2013-05-31,19:20:39,"29,800",0,3
비씨카드,C-35934,일반,2013-05-31,19:21:07,"29,800",0,3
국민카드,C-42408,체크,2013-05-31,19:31:05,"29,800",0,3
신한카드,C-17522,체크,2013-05-31,19:51:09,"29,800",0,3
농협카드,C-27326,체크,2013-05-31,20:07:42,"44,700",0,4
외환카드,C-38888,체크,2013-05-31,20:10:08,"44,700",0,4
비씨카드,C-24691,일반,2013-05-31,20:12:05,"29,800",0,3
롯데카드,C-12709,일반,2013-05-31,20:24:32,"29,800",0,3
국민카드,C-36514,체크,2013-05-31,20:25:23,"59,600",0,6
비씨카드,C-29028,체크,2013-05-31,20:28:48,"29,800",0,3
비씨카드,C-06468,체크,2013-05-31,20:29:23,"29,800",0,3
신한카드,C-00166,일반,2013-05-31,20:29:52,"44,700",0,4
외환카드,C-20718,체크,2013-05-31,20:35:36,"29,800",0,3
신한카드,C-00375,일반,2013-05-31,20:42:52,"29,800",0,3
비씨카드,C-06444,체크,2013-05-31,20:46:17,"47,600",0,4
외환카드,C-20938,체크,2013-05-31,20:49:48,"29,800",0,3
신한카드,C-08922,체크,2013-05-31,20:54:41,"29,800",0,3
외환카드,C-23973,일반,2013-05-31,20:55:46,"37,800",0,4
외환카드,C-24458,일반,2013-05-31,21:08:31,"44,700",0,4
비씨카드,C-27984,체크,2013-05-31,21:09:52,"44,700",0,4
외환카드,C-18938,체크,2013-05-31,21:13:16,"29,800",0,3
외환카드,C-38919,체크,2013-05-31,21:14:24,"14,900",0,2
국민카드,C-16087,체크,2013-05-31,21:14:36,"14,900",0,2
비씨카드,C-15263,일반,2013-05-31,21:15:01,"44,700",0,4
비씨카드,C-29669,체크,2013-05-31,21:16:55,"29,800",0,3
국민카드,C-36587,체크,2013-05-31,21:18:58,"29,800",0,3
신한카드,C-02920,일반,2013-05-31,21:19:32,"59,600",0,6
신한카드,C-16779,체크,2013-05-31,21:35:07,"29,800",0,3
국민카드,C-16178,체크,2013-05-31,21:42:23,"14,900",0,2
현대카드,C-07427,일반,2013-06-01,12:30:08,"29,800",0,2
신한카드,C-33431,일반,2013-06-01,12:48:06,"74,500",0,5
신한카드,C-09672,일반,2013-06-01,12:51:26,"29,800",0,2
비씨카드,C-28997,체크,2013-06-01,12:55:12,"46,600",0,4
롯데카드,C-18844,일반,2013-06-01,12:57:33,"14,900",0,1
현대카드,C-43716,체크,2013-06-01,12:57:49,"14,900",0,1
국민카드,C-16100,체크,2013-06-01,12:58:00,"14,900",0,1
신한카드,C-09217,일반,2013-06-01,12:58:19,"29,800",0,2
비씨카드,C-37009,체크,2013-06-01,12:58:40,"29,800",0,2
비씨카드,C-14515,일반,2013-06-01,12:59:01,"44,700",0,3
농협카드,C-39390,체크,2013-06-01,13:01:17,"29,800",0,2
비씨카드,C-29622,체크,2013-06-01,13:01:49,"29,800",0,2
비씨카드,C-25964,체크,2013-06-01,13:03:44,"29,800",0,2
국민카드,C-16062,체크,2013-06-01,13:12:35,"29,800",0,2
농협카드,C-24295,체크,2013-06-01,13:12:53,"29,800",0,2
농협카드,C-36318,체크,2013-06-01,13:14:17,"78,500",0,6
비씨카드,C-05440,체크,2013-06-01,13:18:29,"29,800",0,2
삼성카드,C-20493,일반,2013-06-01,13:20:30,"29,800",0,2
농협카드,C-23730,일반,2013-06-01,13:20:54,"29,800",0,2
농협카드,C-14021,체크,2013-06-01,13:23:45,"29,800",0,2
비씨카드,C-37024,체크,2013-06-01,13:32:42,"33,800",0,3
신한카드,C-08153,체크,2013-06-01,13:35:12,"29,800",0,2
국민카드,C-22382,일반,2013-06-01,13:40:05,"29,800",0,2
국민카드,C-16023,체크,2013-06-01,13:46:37,"29,800",0,2
신한카드,C-33557,일반,2013-06-01,13:47:03,"44,700",0,3
비씨카드,C-30616,일반,2013-06-01,13:51:57,"59,600",0,4
비씨카드,C-38122,체크,2013-06-01,13:57:25,"14,900",0,1
농협카드,C-34022,일반,2013-06-01,13:57:37,"14,900",0,1
국민카드,C-13505,체크,2013-06-01,14:04:12,"29,800",0,2
비씨카드,C-24963,일반,2013-06-01,14:04:49,"44,700",0,3
외환카드,C-18918,체크,2013-06-01,14:09:49,"29,800",0,2
국민카드,C-16142,체크,2013-06-01,14:17:04,"29,800",0,2
국민카드,C-07578,일반,2013-06-01,14:17:42,"44,700",0,3
비씨카드,C-29747,체크,2013-06-01,14:25:12,"29,800",0,2
농협카드,C-39455,체크,2013-06-01,14:26:13,"29,800",0,2
삼성카드,C-32399,일반,2013-06-01,14:26:36,"46,600",0,4
국민카드,C-16133,체크,2013-06-01,14:28:52,"41,600",0,3
비씨카드,C-38027,체크,2013-06-01,14:30:11,"29,800",0,2
현대카드,C-42858,일반,2013-06-01,14:33:47,"20,800",0,2
국민카드,C-22662,일반,2013-06-01,14:34:09,"55,600",0,4
비씨카드,C-35580,일반,2013-06-01,14:35:37,"29,800",0,2
신한카드,C-09841,일반,2013-06-01,14:38:55,"44,700",0,3
신한카드,C-12511,일반,2013-06-01,14:40:51,"29,800",0,2
국민카드,C-42060,일반,2013-06-01,14:45:06,"51,600",0,4
현대카드,C-03128,일반,2013-06-01,14:47:00,"14,900",0,1
비씨카드,C-14629,일반,2013-06-01,14:52:10,"29,800",0,2
신한카드,C-12059,일반,2013-06-01,15:00:01,"55,600",0,4
비씨카드,C-38668,체크,2013-06-01,15:05:18,"29,800",0,2
신한카드,C-34445,체크,2013-06-01,15:11:13,"29,800",0,2
신한카드,C-00333,일반,2013-06-01,15:13:55,"29,800",0,2
비씨카드,C-38069,체크,2013-06-01,15:17:31,"25,800",0,2
비씨카드,C-28462,체크,2013-06-01,15:23:00,"51,600",0,4
외환카드,C-19708,일반,2013-06-01,15:26:15,"29,800",0,2
현대카드,C-42883,일반,2013-06-01,15:27:18,"59,600",0,4
삼성카드,C-22989,일반,2013-06-01,15:34:31,"44,700",0,3
현대카드,C-43776,일반,2013-06-01,15:37:13,"40,700",0,3
신한카드,C-16936,체크,2013-06-01,15:42:44,"107,200",0,8
국민카드,C-41915,일반,2013-06-01,15:50:31,"31,700",0,3
농협카드,C-40455,체크,2013-06-01,15:53:07,"29,800",0,2
신한카드,C-08454,체크,2013-06-01,15:58:34,"29,800",0,2
국민카드,C-16024,체크,2013-06-01,16:03:40,"44,700",0,3
외환카드,C-34828,일반,2013-06-01,16:07:27,"51,600",0,4
국민카드,C-10804,일반,2013-06-01,16:10:46,"29,800",0,2
비씨카드,C-19413,일반,2013-06-01,16:15:32,"29,800",0,2
현대카드,C-06968,일반,2013-06-01,16:23:26,"44,700",0,3
신한카드,C-34340,체크,2013-06-01,16:24:29,"55,600",0,4
국민카드,C-11132,일반,2013-06-01,16:27:29,"44,700",0,3
비씨카드,C-36809,체크,2013-06-01,16:30:54,"29,800",0,2
신한카드,C-09006,일반,2013-06-01,16:33:53,"44,700",0,3
비씨카드,C-36200,일반,2013-06-01,16:35:58,"100,000",0,7
국민카드,C-13407,체크,2013-06-01,16:36:37,"29,800",0,2
국민카드,C-22587,일반,2013-06-01,16:40:21,"29,800",0,2
비씨카드,C-14991,일반,2013-06-01,16:44:12,"29,800",0,2
비씨카드,C-30455,일반,2013-06-01,16:51:38,"29,800",0,2
롯데카드,C-01797,일반,2013-06-01,16:54:08,"29,800",0,2
신한카드,C-09518,일반,2013-06-01,16:55:51,"40,700",0,3
신한카드,C-26658,체크,2013-06-01,17:01:03,"59,600",0,4
농협카드,C-39805,체크,2013-06-01,17:09:18,"29,800",0,2
비씨카드,C-29484,체크,2013-06-01,17:28:55,"29,800",0,2
농협카드,C-24371,체크,2013-06-01,17:37:17,"14,900",0,1
비씨카드,C-35403,일반,2013-06-01,17:46:01,"46,600",0,4
신한카드,C-34558,체크,2013-06-01,17:48:20,"29,800",0,2
신한카드,C-12059,일반,2013-06-01,17:50:12,"44,700",0,3
비씨카드,C-15542,일반,2013-06-01,17:50:52,"29,800",0,2
신한카드,C-18047,체크,2013-06-01,17:52:11,"29,800",0,2
농협카드,C-40150,체크,2013-06-01,18:04:16,"59,600",0,4
외환카드,C-18953,체크,2013-06-01,18:04:34,"44,700",0,3
비씨카드,C-29633,체크,2013-06-01,18:20:22,"29,800",0,2
국민카드,C-11468,일반,2013-06-01,18:28:59,"29,800",0,2
농협카드,C-24197,체크,2013-06-01,18:35:43,"44,700",0,3
국민카드,C-15911,체크,2013-06-01,18:37:33,"29,800",0,2
신한카드,C-07914,체크,2013-06-01,18:41:49,"29,800",0,2
외환카드,C-23048,일반,2013-06-01,18:42:39,"29,800",0,2
외환카드,C-23126,일반,2013-06-01,18:44:51,"29,800",0,2
국민카드,C-22447,일반,2013-06-01,18:48:35,"40,700",0,3
현대카드,C-06950,일반,2013-06-01,18:56:04,"40,700",0,3
신한카드,C-00263,일반,2013-06-01,18:56:33,"29,800",0,2
농협카드,C-27483,체크,2013-06-01,18:58:40,"29,800",0,2
비씨카드,C-37223,체크,2013-06-01,18:59:11,"29,800",0,2
신한카드,C-16596,체크,2013-06-01,19:02:04,"29,800",0,2
비씨카드,C-31288,일반,2013-06-01,19:03:02,"29,800",0,2
신한카드,C-17283,체크,2013-06-01,19:05:28,"29,800",0,2
비씨카드,C-21719,일반,2013-06-01,19:07:35,"40,700",0,3
국민카드,C-15908,체크,2013-06-01,19:17:27,"29,800",0,2
국민카드,C-16232,체크,2013-06-01,19:19:21,"29,800",0,2
비씨카드,C-35446,일반,2013-06-01,19:19:42,"41,600",0,3
국민카드,C-42209,일반,2013-06-01,19:23:26,"59,600",0,4
신한카드,C-12052,일반,2013-06-01,19:27:01,"29,800",0,2
비씨카드,C-05958,체크,2013-06-01,19:27:43,"29,800",0,2
현대카드,C-03035,일반,2013-06-01,19:28:13,"29,800",0,2
신한카드,C-09014,일반,2013-06-01,19:35:10,"14,900",0,1
신한카드,C-08303,체크,2013-06-01,19:35:51,"14,900",0,1
농협카드,C-39204,체크,2013-06-01,19:36:04,"14,900",0,1
신한카드,C-34498,체크,2013-06-01,19:36:20,"14,900",0,1
신한카드,C-08430,체크,2013-06-01,19:42:09,"29,800",0,2
국민카드,C-16189,체크,2013-06-01,19:43:35,"29,800",0,2
외환카드,C-20871,체크,2013-06-01,19:47:19,"29,800",0,2
현대카드,C-03153,일반,2013-06-01,19:48:02,"55,600",0,4
비씨카드,C-36736,체크,2013-06-01,19:50:01,"29,800",0,2
현대카드,C-07299,일반,2013-06-01,19:54:40,"74,500",0,5
외환카드,C-20904,체크,2013-06-01,19:55:11,"44,700",0,3
국민카드,C-16050,체크,2013-06-01,19:55:42,"29,800",0,2
비씨카드,C-36082,일반,2013-06-01,19:56:13,"29,800",0,2
농협카드,C-19324,일반,2013-06-01,19:57:12,"85,400",0,6
비씨카드,C-29264,체크,2013-06-01,19:58:04,"44,700",0,3
현대카드,C-07301,일반,2013-06-01,19:58:30,"36,700",0,3
신한카드,C-00265,일반,2013-06-01,19:59:32,"29,800",0,2
롯데카드,C-18607,일반,2013-06-01,20:00:29,"29,800",0,2
신한카드,C-23563,일반,2013-06-01,20:02:06,"29,800",0,2
국민카드,C-07661,일반,2013-06-01,20:03:36,"51,600",0,4
삼성카드,C-32039,일반,2013-06-01,20:09:17,"29,800",0,2
비씨카드,C-15790,일반,2013-06-01,20:09:40,"44,700",0,3
국민카드,C-15959,체크,2013-06-01,20:12:36,"29,800",0,2
비씨카드,C-29279,체크,2013-06-01,20:13:09,"29,800",0,2
농협카드,C-34210,일반,2013-06-01,20:13:20,"14,900",0,1
신한카드,C-26929,체크,2013-06-01,20:13:31,"14,900",0,1
신한카드,C-34238,체크,2013-06-01,20:13:44,"14,900",0,1
비씨카드,C-29403,체크,2013-06-01,20:14:08,"44,700",0,3
국민카드,C-41175,일반,2013-06-01,20:14:27,"59,600",0,4
국민카드,C-15920,체크,2013-06-01,20:14:41,"29,800",0,2
국민카드,C-11529,일반,2013-06-01,20:14:58,"29,800",0,2
국민카드,C-41948,일반,2013-06-01,20:16:51,"44,700",0,3
비씨카드,C-40714,체크,2013-06-01,20:21:09,"29,800",0,2
신한카드,C-23430,일반,2013-06-01,20:22:16,"29,800",0,2
비씨카드,C-15755,일반,2013-06-01,20:26:40,"55,600",0,4
현대카드,C-07425,일반,2013-06-01,20:27:47,"29,800",0,2
삼성카드,C-32657,일반,2013-06-01,20:28:24,"44,700",0,3
신한카드,C-26322,체크,2013-06-01,20:31:13,"29,800",0,2
현대카드,C-43638,체크,2013-06-01,20:34:38,"29,800",0,2
외환카드,C-04403,일반,2013-06-01,20:35:17,"35,700",0,3
삼성카드,C-02701,일반,2013-06-01,20:37:54,"29,800",0,2
비씨카드,C-06460,체크,2013-06-01,20:38:07,"29,800",0,2
비씨카드,C-08627,일반,2013-06-01,20:39:33,"29,800",0,2
신한카드,C-34443,체크,2013-06-01,20:42:11,"29,800",0,2
농협카드,C-40521,체크,2013-06-01,20:44:37,"29,800",0,2
신한카드,C-17838,체크,2013-06-01,20:44:51,"29,800",0,2
비씨카드,C-15260,체크,2013-06-01,20:45:07,"29,800",0,2
신한카드,C-09587,일반,2013-06-01,20:45:31,"29,800",0,2
비씨카드,C-05297,일반,2013-06-01,20:49:11,"59,600",0,4
롯데카드,C-14440,일반,2013-06-01,20:49:29,"29,800",0,2
현대카드,C-43229,일반,2013-06-01,20:49:46,"55,600",0,4
비씨카드,C-06072,체크,2013-06-01,20:56:28,"29,800",0,2
신한카드,C-00780,일반,2013-06-01,21:01:54,"29,800",0,2
신한카드,C-00658,일반,2013-06-01,21:02:59,"44,700",0,3
외환카드,C-04418,일반,2013-06-01,21:03:35,"44,700",0,3
외환카드,C-04542,일반,2013-06-01,21:03:54,"44,700",0,3
신한카드,C-01345,일반,2013-06-01,21:09:48,"29,800",0,2
농협카드,C-39431,체크,2013-06-01,21:11:13,"44,700",0,3
국민카드,C-07576,일반,2013-06-01,21:12:08,"29,800",0,2
국민카드,C-36500,체크,2013-06-01,21:13:33,"59,600",0,4
현대카드,C-06732,일반,2013-06-01,21:13:56,"81,400",0,6
국민카드,C-16233,체크,2013-06-01,21:21:22,"44,700",0,3
국민카드,C-15935,체크,2013-06-01,21:22:44,"59,600",0,4
신한카드,C-34342,체크,2013-06-01,21:25:33,"29,800",0,2
신한카드,C-08238,체크,2013-06-01,21:25:51,"29,800",0,2
롯데카드,C-06240,체크,2013-06-01,21:26:31,"29,800",0,2
삼성카드,C-32278,일반,2013-06-01,21:26:51,"46,600",0,4
비씨카드,C-29775,체크,2013-06-01,21:30:40,"29,800",0,2
국민카드,C-16185,체크,2013-06-01,21:32:09,"29,800",0,2
국민카드,C-41687,일반,2013-06-01,21:35:49,"29,800",0,2
삼성카드,C-22262,일반,2013-06-01,21:37:15,"29,800",0,2
현대카드,C-03202,일반,2013-06-01,21:37:42,"29,800",0,2
비씨카드,C-29007,체크,2013-06-01,21:39:07,"29,800",0,2
신한카드,C-17460,체크,2013-06-01,21:40:51,"29,800",0,2
신한카드,C-26825,체크,2013-06-01,21:42:26,"29,800",0,2
국민카드,C-16059,체크,2013-06-02,12:12:56,"29,800",0,2
비씨카드,C-21422,일반,2013-06-02,12:31:07,"44,700",0,3
현대카드,C-42741,일반,2013-06-02,12:34:10,"29,800",0,2
현대카드,C-42712,일반,2013-06-02,12:41:05,"29,800",0,2
신한카드,C-27088,체크,2013-06-02,12:46:06,"44,700",0,3
신한카드,C-17227,체크,2013-06-02,12:47:48,"29,800",0,2
외환카드,C-31922,일반,2013-06-02,12:49:07,"29,800",0,2
신한카드,C-10039,일반,2013-06-02,12:52:10,"109,400",0,8
신한카드,C-08302,체크,2013-06-02,12:52:47,"29,800",0,2
신한카드,C-23545,일반,2013-06-02,12:57:04,"46,600",0,4
외환카드,C-10678,일반,2013-06-02,13:01:44,"33,800",0,3
국민카드,C-41692,일반,2013-06-02,13:03:13,"29,800",0,2
국민카드,C-13457,체크,2013-06-02,13:11:02,"29,800",0,2
국민카드,C-41418,일반,2013-06-02,13:11:29,"29,800",0,2
롯데카드,C-18678,일반,2013-06-02,13:14:12,"44,700",0,3
국민카드,C-16090,체크,2013-06-02,13:21:02,"44,700",0,3
신한카드,C-26717,체크,2013-06-02,13:21:25,"29,800",0,2
비씨카드,C-28986,체크,2013-06-02,13:31:28,"59,600",0,4
현대카드,C-43129,일반,2013-06-02,13:31:54,"29,800",0,2
비씨카드,C-21951,일반,2013-06-02,13:34:45,"35,700",0,3
농협카드,C-39700,체크,2013-06-02,13:45:21,"14,900",0,1
삼성카드,C-24712,일반,2013-06-02,13:47:18,"29,800",0,2
신한카드,C-09505,일반,2013-06-02,13:47:40,"59,600",0,4
국민카드,C-36406,체크,2013-06-02,13:48:48,"59,600",0,4
신한카드,C-09973,일반,2013-06-02,13:57:41,"107,100",0,8
비씨카드,C-41033,체크,2013-06-02,13:58:56,"59,600",0,4
신한카드,C-26373,체크,2013-06-02,14:01:14,"44,700",0,3
외환카드,C-04725,일반,2013-06-02,14:06:28,"29,800",0,2
비씨카드,C-41079,체크,2013-06-02,14:07:41,"59,600",0,4
비씨카드,C-37275,체크,2013-06-02,14:15:53,"29,800",0,2
현대카드,C-43374,일반,2013-06-02,14:16:35,"29,800",0,2
현대카드,C-07093,일반,2013-06-02,14:21:28,"29,800",0,2
비씨카드,C-38159,체크,2013-06-02,14:23:05,"44,700",0,3
신한카드,C-00521,일반,2013-06-02,14:26:01,"29,600",0,2
삼성카드,C-13744,일반,2013-06-02,14:26:26,"74,500",0,5
농협카드,C-23216,일반,2013-06-02,14:26:47,"33,800",0,3
신한카드,C-16598,체크,2013-06-02,14:27:27,"29,800",0,2
신한카드,C-00939,일반,2013-06-02,14:29:11,"29,800",0,2
외환카드,C-11681,일반,2013-06-02,14:44:01,"29,800",0,2
농협카드,C-23296,일반,2013-06-02,14:44:31,"29,800",0,2
국민카드,C-13455,체크,2013-06-02,14:45:24,"29,800",0,2
비씨카드,C-29669,체크,2013-06-02,14:46:31,"29,800",0,2
비씨카드,C-35288,일반,2013-06-02,14:46:50,"74,500",0,5
비씨카드,C-10230,일반,2013-06-02,14:49:51,"51,600",0,4
국민카드,C-16257,체크,2013-06-02,14:50:26,"29,800",0,2
비씨카드,C-05342,체크,2013-06-02,14:51:18,"81,400",0,6
국민카드,C-36395,체크,2013-06-02,14:54:40,"40,700",0,3
신한카드,C-23444,일반,2013-06-02,15:01:58,"44,700",0,3
외환카드,C-24550,일반,2013-06-02,15:04:50,"29,800",0,2
비씨카드,C-30471,일반,2013-06-02,15:06:42,"55,600",0,4
신한카드,C-00311,일반,2013-06-02,15:10:32,"59,600",0,4
국민카드,C-15884,체크,2013-06-02,15:11:53,"44,700",0,3
신한카드,C-09094,일반,2013-06-02,15:14:27,"14,900",0,1
신한카드,C-34407,체크,2013-06-02,15:14:54,"14,900",0,1
외환카드,C-13893,일반,2013-06-02,15:15:13,"29,800",0,2
비씨카드,C-29653,체크,2013-06-02,15:15:45,"29,800",0,2
비씨카드,C-24868,일반,2013-06-02,15:22:43,"29,800",0,2
현대카드,C-06735,일반,2013-06-02,15:24:30,"29,800",0,2
국민카드,C-22426,일반,2013-06-02,15:24:47,"29,800",0,2
국민카드,C-15846,체크,2013-06-02,15:27:07,"29,800",0,2
국민카드,C-42123,일반,2013-06-02,15:27:56,"29,800",0,2
신한카드,C-09885,일반,2013-06-02,15:28:17,"51,600",0,4
외환카드,C-24496,일반,2013-06-02,15:33:29,"14,900",0,1
